time,nI,nA,nC,nColo
10,0,0,0,0
9.6,5,0,0,5
9.2,3,0,2,3
8.8,3,0,4,4
8.4,8,1,4,9
8,8,1,5,10
7.6,9,2,9,13
7.2,13,3,9,18
6.8,15,4,15,23
6.4,18,6,19,28
6,18,8,21,31
5.6,20,12,19,34
5.2,19,14,18,34
4.8,20,12,25,39
4.4,18,13,28,40
4,24,14,33,47
3.6,25,15,41,52
3.2,20,19,45,51
2.8,20,13,63,52
2.4,21,14,62,55
2,24,17,68,62
1.6,27,23,70,66
1.2,25,25,77,65
0.8,27,24,80,69
0.4,23,26,85,69
0,18,28,91,65
