Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,5,0,0,5
9.2,9,0,2,10
8.8,8,0,6,11
8.4,10,2,5,15
8,18,2,6,23
7.6,19,3,9,26
7.2,22,3,11,30
6.8,23,5,10,32
6.4,21,7,15,33
6,23,6,15,35
5.6,22,9,13,34
5.2,19,11,16,33
4.8,22,13,17,36
4.4,22,14,16,37
4,21,15,15,37
3.6,21,16,17,39
3.2,16,16,20,39
2.8,21,12,23,41
2.4,22,12,22,41
2,17,13,24,40
1.6,17,13,21,39
1.2,18,12,22,41
0.8,19,13,30,44
0.4,23,14,35,47
0,19,15,45,47
