time,nI,nA,nC,nColo
10,0,0,0,0
9.6,6,0,0,6
9.2,7,0,2,8
8.8,9,0,3,10
8.4,10,1,5,12
8,11,2,6,15
7.6,16,3,5,20
7.2,17,3,6,21
6.8,17,4,13,25
6.4,13,6,16,24
6,13,5,18,25
5.6,13,7,21,25
5.2,19,9,21,31
4.8,21,10,20,34
4.4,17,10,24,32
4,15,11,29,33
3.6,16,15,35,35
3.2,15,17,43,35
2.8,14,17,51,36
2.4,13,22,52,38
2,12,24,57,41
1.6,10,25,59,41
1.2,9,28,58,41
0.8,9,29,61,41
0.4,10,26,66,46
0,10,25,61,46
