Clade_name,Status,Missing_species,Branching_times
59,"Endemic",0,"9.678784,3.039307"
37,"Endemic",0,"8.470984,2.588706"
53,"Endemic",0,"8.415958,5.927581,3.125896,1.542525"
58,"Endemic",0,"7.961789,1.755750"
19,"Endemic",0,"7.642802"
83,"Endemic",0,"7.570069,3.757380"
23,"Endemic",0,"7.564485,2.288526"
19,"Endemic",0,"7.202858,5.904925,2.296484"
73,"Endemic",0,"6.913311,1.244969,0.681852"
42,"Endemic",0,"6.780162"
54,"Endemic",0,"6.668970"
75,"Endemic",0,"6.296841"
60,"Endemic",0,"6.223250,4.321044,1.914342"
34,"Endemic",0,"5.854778,0.644411"
33,"Endemic",0,"5.547989,5.487649,3.434030,1.704998"
25,"Endemic",0,"5.174396"
51,"Endemic",0,"5.055466,2.055318,1.128122"
83,"Non_endemic",0,"4.853820"
70,"Endemic",0,"4.728360"
35,"Endemic",0,"4.528078,4.228564,3.457743"
33,"Endemic",0,"4.395667"
4,"Non_endemic",0,"4.343942"
82,"Endemic",0,"4.163311,2.811279"
64,"Non_endemic",0,"4.034652"
81,"Endemic",0,"3.403118"
3,"Non_endemic",0,"3.072113"
14,"Endemic",0,"2.893928,0.503253,0.219299"
11,"Endemic",0,"2.881624,0.671152"
92,"Endemic",0,"2.796393,1.367834,0.959027,0.534544"
74,"Endemic",0,"2.626201,1.824271,1.432872"
80,"Non_endemic",0,"2.596367"
13,"Endemic",0,"2.523835,1.489042"
7,"Endemic",0,"2.443926"
70,"Non_endemic",0,"2.193274"
47,"Endemic",0,"2.089759"
18,"Endemic",0,"2.049889,1.726525"
95,"Endemic",0,"1.909483,0.903451"
19,"Endemic",0,"1.704436,1.166532"
77,"Non_endemic",0,"1.666944"
24,"Non_endemic",0,"1.663215"
22,"Endemic",0,"1.639850"
22,"Non_endemic",0,"1.180743"
38,"Endemic&Non_Endemic",0,"1.169546,0.758469,0.449827"
85,"Non_endemic",0,"1.078844"
12,"Non_endemic",0,"1.050719"
78,"Endemic",0,"1.040293,0.712054"
13,"Non_endemic",0,"0.921954"
61,"Endemic",0,"0.776473,0.638301"
55,"Non_endemic",0,"0.620948"
62,"Non_endemic",0,"0.442714"
18,"Non_endemic",0,"0.323926"
48,"Non_endemic",0,"0.284583"
56,"Non_endemic",0,"0.274092"
3,"Endemic",0,"0.272498"
49,"Non_endemic",0,"0.268190"
94,"Non_endemic",0,"0.120033"
41,"Non_endemic",0,"0.059600"
