time,nI,nA,nC,nColo
10,0,0,0,0
9.6,8,0,0,8
9.2,11,0,0,11
8.8,17,2,0,17
8.4,16,3,2,18
8,23,3,3,25
7.6,21,3,7,23
7.2,20,4,9,23
6.8,19,4,14,25
6.4,13,11,10,25
6,15,12,9,27
5.6,16,12,11,28
5.2,14,11,18,29
4.8,10,13,23,27
4.4,15,14,28,32
4,15,19,28,34
3.6,18,19,28,39
3.2,20,22,26,40
2.8,19,24,25,41
2.4,20,23,32,44
2,19,22,36,45
1.6,22,23,35,50
1.2,23,21,48,51
0.8,20,22,50,50
0.4,15,23,54,47
0,14,25,64,47
