time,nI,nA,nC,nColo
10,0,0,0,0
9.6,6,0,0,6
9.2,8,1,3,10
8.8,11,1,5,13
8.4,10,1,6,12
8,9,3,6,12
7.6,11,3,8,14
7.2,13,6,10,18
6.8,11,7,16,20
6.4,12,8,15,22
6,12,9,19,23
5.6,15,7,27,27
5.2,17,9,31,35
4.8,19,11,27,38
4.4,18,13,34,40
4,17,14,34,39
3.6,14,13,39,38
3.2,20,10,45,43
2.8,22,10,45,49
2.4,24,10,54,53
2,25,13,53,54
1.6,24,14,61,54
1.2,26,15,66,57
0.8,28,19,65,62
0.4,27,18,68,62
0,18,24,72,59
