Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,5,0,0,5
9.2,5,2,0,7
8.8,6,2,2,9
8.4,7,1,4,10
8,10,2,3,13
7.6,10,2,5,14
7.2,11,2,11,17
6.8,14,2,11,20
6.4,19,3,17,28
6,19,4,20,31
5.6,15,4,29,31
5.2,12,5,38,30
4.8,15,8,41,33
4.4,16,11,37,33
4,18,12,38,37
3.6,15,14,36,36
3.2,17,11,36,37
2.8,18,10,46,40
2.4,18,10,46,41
2,18,11,49,43
1.6,17,20,48,42
1.2,15,20,58,44
0.8,18,21,62,48
0.4,21,24,63,51
0,20,27,62,49
