Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,3,0,2,4
9.2,5,1,5,8
8.8,7,1,7,11
8.4,8,2,6,13
8,9,0,9,14
7.6,15,0,11,20
7.2,13,2,18,22
6.8,14,5,22,26
6.4,15,6,23,28
6,13,9,24,28
5.6,14,9,30,32
5.2,12,10,32,32
4.8,14,13,36,35
4.4,13,13,39,35
4,11,15,38,36
3.6,13,14,36,37
3.2,14,17,36,39
2.8,16,18,36,42
2.4,14,15,45,40
2,17,16,44,43
1.6,21,15,49,48
1.2,20,19,57,50
0.8,20,21,53,49
0.4,16,23,61,48
0,20,25,69,53
