time,nI,nA,nC,nColo
10,0,0,0,0
9.6,3,0,0,3
9.2,4,1,0,5
8.8,7,1,0,8
8.4,8,1,2,10
8,8,1,4,11
7.6,10,1,4,13
7.2,12,1,8,16
6.8,12,2,10,17
6.4,13,3,13,19
6,19,4,16,27
5.6,19,5,23,29
5.2,18,6,27,30
4.8,18,9,26,30
4.4,23,11,30,35
4,24,16,33,41
3.6,26,16,32,44
3.2,18,15,44,41
2.8,18,16,46,42
2.4,16,16,50,41
2,16,23,46,44
1.6,17,22,42,46
1.2,14,22,47,44
0.8,14,24,49,44
0.4,20,22,52,50
0,16,22,60,50
