Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,2,0,0,2
9.2,6,0,0,6
8.8,8,0,2,9
8.4,10,0,4,11
8,11,1,4,14
7.6,11,3,4,16
7.2,12,5,8,20
6.8,12,6,10,23
6.4,11,6,15,25
6,10,6,21,26
5.6,14,6,22,30
5.2,17,6,26,34
4.8,18,6,29,36
4.4,18,7,31,38
4,23,10,29,42
3.6,19,12,33,41
3.2,22,13,35,45
2.8,20,17,32,43
2.4,22,19,33,44
2,24,23,35,49
1.6,24,23,39,51
1.2,21,22,57,53
0.8,20,22,62,54
0.4,20,25,67,58
0,21,23,66,59
