Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,4,0,0,4
9.2,3,1,2,5
8.8,5,1,4,8
8.4,7,1,5,10
8,12,1,7,15
7.6,12,1,8,16
7.2,13,2,7,18
6.8,16,3,10,22
6.4,16,5,10,25
6,20,6,12,31
5.6,18,5,18,31
5.2,16,6,22,30
4.8,17,9,23,34
4.4,17,12,27,37
4,18,16,27,39
3.6,20,14,30,42
3.2,18,14,31,40
2.8,16,18,33,41
2.4,17,18,34,43
2,17,24,38,47
1.6,18,22,51,50
1.2,15,22,56,51
0.8,15,22,60,50
0.4,16,21,64,52
0,13,22,62,50
