time,nI,nA,nC,nColo
10,0,0,0,0
9.6,5,0,0,5
9.2,9,0,0,9
8.8,11,1,0,12
8.4,10,2,3,13
8,16,3,3,20
7.6,14,4,6,19
7.2,15,2,14,21
6.8,18,2,15,25
6.4,24,2,19,33
6,19,5,25,33
5.6,21,5,29,36
5.2,19,9,36,36
4.8,20,11,40,41
4.4,19,12,46,43
4,16,16,49,44
3.6,12,18,56,43
3.2,12,22,57,45
2.8,9,19,61,41
2.4,7,20,67,41
2,8,20,67,43
1.6,10,27,63,45
1.2,9,27,74,51
0.8,12,23,83,52
0.4,16,23,83,55
0,17,28,75,57
