time,nI,nA,nC,nColo
10,0,0,0,0
9.6,5,0,0,5
9.2,6,0,2,7
8.8,6,2,2,9
8.4,8,4,2,13
8,9,6,3,16
7.6,7,6,13,17
7.2,10,6,15,21
6.8,11,9,15,24
6.4,14,9,19,27
6,13,12,27,32
5.6,18,11,28,37
5.2,15,11,40,38
4.8,15,11,44,39
4.4,12,13,52,38
4,15,15,51,42
3.6,13,14,53,39
3.2,14,15,58,39
2.8,15,16,60,41
2.4,16,23,55,43
2,13,25,54,43
1.6,14,26,58,45
1.2,15,29,67,50
0.8,17,31,66,52
0.4,16,31,67,53
0,17,33,69,53
