time,nI,nA,nC,nColo
10,0,0,0,0
9.6,5,0,0,5
9.2,6,0,7,9
8.8,7,0,9,11
8.4,8,1,13,13
8,9,3,13,15
7.6,10,5,14,16
7.2,18,6,13,24
6.8,14,8,16,23
6.4,14,11,22,25
6,12,12,23,24
5.6,11,12,22,25
5.2,6,17,26,26
4.8,11,18,25,31
4.4,10,16,28,28
4,10,13,33,28
3.6,14,15,35,33
3.2,12,19,35,34
2.8,12,20,43,36
2.4,10,20,50,35
2,13,24,45,37
1.6,14,23,55,38
1.2,13,22,59,38
0.8,12,22,66,38
0.4,16,27,54,43
0,14,27,65,43
