time,nI,nA,nC,nColo
10,0,0,0,0
9.6,2,0,0,2
9.2,5,0,0,5
8.8,11,0,2,12
8.4,11,2,2,14
8,12,3,6,18
7.6,13,4,5,19
7.2,13,5,9,21
6.8,13,8,9,22
6.4,16,7,11,25
6,17,8,16,28
5.6,17,7,25,31
5.2,16,8,23,30
4.8,15,9,28,30
4.4,15,12,28,31
4,17,15,26,34
3.6,18,16,27,36
3.2,15,14,37,36
2.8,14,18,41,37
2.4,11,19,49,37
2,13,21,49,40
1.6,12,21,50,43
1.2,13,17,59,45
0.8,17,15,62,48
0.4,19,15,62,50
0,18,12,69,52
