Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,3,0,0,3
9.2,10,0,2,11
8.8,13,1,2,15
8.4,16,3,4,21
8,14,4,8,22
7.6,17,5,9,26
7.2,19,3,13,28
6.8,18,6,14,28
6.4,22,5,14,31
6,20,8,13,32
5.6,20,10,10,33
5.2,23,11,10,37
4.8,23,12,12,39
4.4,22,11,14,39
4,21,9,16,36
3.6,20,8,20,36
3.2,17,7,31,36
2.8,15,8,38,36
2.4,15,8,43,41
2,16,7,48,44
1.6,16,11,45,45
1.2,16,12,54,47
0.8,15,13,60,48
0.4,17,13,63,51
0,14,18,67,49
