Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,2,1
9.2,2,0,2,3
8.8,4,0,2,5
8.4,5,0,2,6
8,10,0,3,11
7.6,11,2,3,14
7.2,12,2,3,15
6.8,15,3,7,20
6.4,18,4,7,24
6,17,6,10,26
5.6,18,7,8,26
5.2,18,9,11,29
4.8,16,11,8,29
4.4,14,10,12,28
4,16,10,10,30
3.6,17,10,11,32
3.2,19,11,15,35
2.8,15,10,19,35
2.4,15,11,22,35
2,17,14,18,38
1.6,21,10,22,40
1.2,17,9,34,39
0.8,16,8,45,40
0.4,17,12,48,43
0,15,12,54,43
