Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,4,0,0,4
9.2,8,0,0,8
8.8,10,2,0,12
8.4,13,3,4,17
8,15,2,5,19
7.6,17,6,7,24
7.2,18,6,14,27
6.8,17,9,15,27
6.4,17,8,19,28
6,16,10,21,30
5.6,14,9,27,30
5.2,14,11,31,32
4.8,12,13,30,32
4.4,12,15,28,33
4,13,15,27,34
3.6,17,15,28,38
3.2,19,12,32,42
2.8,15,9,46,41
2.4,18,10,47,45
2,16,12,43,42
1.6,15,14,44,42
1.2,16,13,48,42
0.8,20,13,54,48
0.4,22,15,54,50
0,24,19,59,54
