Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,3,0,0,3
9.2,7,0,0,7
8.8,7,0,2,8
8.4,8,0,5,11
8,8,0,8,13
7.6,10,1,7,15
7.2,8,2,7,14
6.8,10,4,11,19
6.4,10,3,13,20
6,12,3,14,23
5.6,13,5,17,26
5.2,16,4,21,29
4.8,13,4,25,28
4.4,13,6,27,30
4,12,7,34,33
3.6,10,10,36,36
3.2,13,11,39,40
2.8,14,10,42,41
2.4,17,11,48,45
2,14,15,47,45
1.6,14,15,51,47
1.2,13,18,51,46
0.8,12,18,51,46
0.4,13,21,52,49
0,11,24,53,51
