Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,6,0,0,6
9.2,8,0,0,8
8.8,12,0,0,12
8.4,12,1,4,15
8,13,1,4,16
7.6,14,4,3,19
7.2,11,5,4,18
6.8,15,4,6,22
6.4,15,5,7,23
6,17,7,8,26
5.6,17,7,10,28
5.2,11,8,18,26
4.8,15,11,20,31
4.4,13,13,21,34
4,14,10,26,35
3.6,12,11,28,32
3.2,10,15,28,31
2.8,13,16,30,35
2.4,14,16,35,35
2,14,15,40,37
1.6,13,19,41,40
1.2,13,23,38,41
0.8,13,23,40,40
0.4,17,18,48,41
0,15,17,57,41
