time,nI,nA,nC,nColo
10,0,0,0,0
9.6,2,0,0,2
9.2,6,1,0,7
8.8,8,0,2,9
8.4,11,0,2,12
8,13,0,3,14
7.6,12,0,7,14
7.2,12,0,6,14
6.8,15,0,5,17
6.4,14,1,11,19
6,16,1,12,21
5.6,15,2,10,20
5.2,14,2,10,20
4.8,13,2,14,22
4.4,12,4,12,22
4,13,4,14,24
3.6,14,4,14,25
3.2,16,6,14,28
2.8,19,5,21,32
2.4,21,7,22,36
2,23,8,20,39
1.6,27,8,24,45
1.2,28,9,23,46
0.8,29,12,27,49
0.4,27,13,27,48
0,24,17,30,47
