time,nI,nA,nC,nColo
10,0,0,0,0
9.6,3,0,0,3
9.2,7,0,2,8
8.8,13,2,5,17
8.4,14,4,6,19
8,14,5,6,20
7.6,15,8,8,23
7.2,14,7,18,26
6.8,15,8,19,28
6.4,17,8,18,28
6,17,7,17,29
5.6,17,7,17,30
5.2,19,10,22,35
4.8,17,15,23,37
4.4,19,15,25,38
4,18,18,29,38
3.6,24,16,31,44
3.2,16,20,34,40
2.8,16,18,37,40
2.4,15,20,41,42
2,19,20,44,48
1.6,19,22,48,50
1.2,15,25,49,50
0.8,15,27,51,51
0.4,18,27,56,56
0,14,28,71,56
