time,nI,nA,nC,nColo
10,0,0,0,0
9.6,1,1,0,2
9.2,5,1,3,6
8.8,9,0,5,10
8.4,8,1,4,10
8,12,1,5,15
7.6,18,2,4,22
7.2,20,4,8,27
6.8,21,4,11,30
6.4,22,6,13,32
6,18,5,21,29
5.6,21,5,23,33
5.2,17,5,26,30
4.8,16,5,35,33
4.4,14,6,39,33
4,13,5,47,34
3.6,16,8,53,38
3.2,15,12,58,38
2.8,19,12,60,41
2.4,17,14,62,42
2,17,19,53,43
1.6,19,20,56,44
1.2,16,18,63,45
0.8,13,20,70,42
0.4,12,19,72,41
0,12,19,66,42
