time,nI,nA,nC,nColo
10,0,0,0,0
9.6,5,0,2,6
9.2,6,0,2,7
8.8,8,0,4,10
8.4,12,1,4,15
8,13,2,9,19
7.6,14,4,13,23
7.2,14,7,14,24
6.8,15,6,20,27
6.4,16,8,19,29
6,20,9,17,34
5.6,20,9,14,33
5.2,16,10,17,28
4.8,16,8,28,30
4.4,14,10,37,32
4,15,11,48,36
3.6,14,12,54,38
3.2,13,12,63,40
2.8,14,11,69,42
2.4,10,16,74,40
2,8,17,76,40
1.6,9,19,79,42
1.2,12,21,74,44
0.8,13,22,69,45
0.4,14,25,76,45
0,12,27,87,47
