Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,3,0,0,3
9.2,5,0,0,5
8.8,5,0,0,5
8.4,9,0,2,10
8,12,0,4,13
7.6,16,1,4,18
7.2,18,1,10,23
6.8,16,3,14,23
6.4,18,4,14,26
6,20,3,22,30
5.6,18,5,24,30
5.2,17,7,29,32
4.8,17,10,25,33
4.4,15,10,25,32
4,14,11,31,31
3.6,15,12,34,32
3.2,16,15,32,33
2.8,18,17,31,36
2.4,21,19,34,40
2,19,21,35,44
1.6,20,20,40,47
1.2,22,19,48,50
0.8,18,21,58,51
0.4,16,21,60,48
0,19,23,64,51
