time,nI,nA,nC,nColo
10,0,0,0,0
9.6,3,0,0,3
9.2,5,0,0,5
8.8,8,0,1,9
8.4,6,1,3,9
8,9,1,4,12
7.6,12,2,6,17
7.2,8,4,6,15
6.8,10,1,8,14
6.4,13,1,11,18
6,14,1,13,20
5.6,16,2,17,24
5.2,21,2,17,28
4.8,22,4,29,34
4.4,21,3,35,35
4,24,5,39,41
3.6,22,10,39,40
3.2,22,10,40,42
2.8,21,9,48,44
2.4,17,14,47,43
2,15,17,59,44
1.6,12,21,64,44
1.2,11,18,71,42
0.8,11,18,71,42
0.4,11,24,63,44
0,16,26,60,50
