time,nI,nA,nC,nColo
10,0,0,0,0
9.6,3,0,0,3
9.2,8,0,0,8
8.8,8,0,2,9
8.4,10,2,2,13
8,16,3,1,20
7.6,18,3,4,24
7.2,18,2,5,23
6.8,21,3,11,27
6.4,16,3,19,27
6,17,6,23,31
5.6,14,9,34,35
5.2,13,8,38,33
4.8,17,9,43,38
4.4,16,11,44,39
4,16,13,41,39
3.6,18,12,52,41
3.2,20,16,49,43
2.8,19,20,56,45
2.4,20,19,62,48
2,19,21,69,47
1.6,17,21,86,48
1.2,14,24,93,47
0.8,10,31,92,46
0.4,11,34,89,48
0,9,41,90,48
