Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,1,0,0,1
9.2,2,1,3,4
8.8,4,1,4,6
8.4,9,1,4,11
8,10,2,8,14
7.6,15,2,8,19
7.2,16,5,16,24
6.8,16,7,17,27
6.4,17,7,23,29
6,17,10,25,31
5.6,15,11,27,31
5.2,11,10,35,30
4.8,10,12,38,32
4.4,10,11,40,32
4,11,14,40,33
3.6,13,17,39,35
3.2,15,16,37,36
2.8,18,18,38,40
2.4,22,16,37,42
2,20,18,36,41
1.6,17,20,33,39
1.2,14,20,46,39
0.8,13,21,47,38
0.4,16,23,49,44
0,16,22,50,44
