Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,7,0,0,7
9.2,7,0,2,8
8.8,11,1,1,13
8.4,13,2,3,17
8,13,4,9,21
7.6,15,6,12,25
7.2,14,8,18,26
6.8,16,10,20,31
6.4,16,8,22,31
6,17,8,23,33
5.6,18,12,23,35
5.2,15,12,27,35
4.8,19,12,34,40
4.4,16,19,35,41
4,20,16,42,43
3.6,16,15,47,42
3.2,16,16,53,43
2.8,16,18,55,45
2.4,13,25,58,46
2,15,23,61,48
1.6,17,21,64,51
1.2,17,25,61,54
0.8,15,28,68,54
0.4,16,33,67,55
0,15,34,71,56
