Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,2,1,0,3
9.2,6,1,0,7
8.8,9,1,2,11
8.4,11,2,5,15
8,15,3,5,20
7.6,14,3,13,22
7.2,17,5,15,27
6.8,19,6,14,29
6.4,20,5,22,31
6,20,7,21,33
5.6,18,6,24,31
5.2,18,10,22,32
4.8,15,10,26,29
4.4,18,10,28,33
4,21,11,27,37
3.6,22,14,30,41
3.2,21,10,36,43
2.8,19,12,51,44
2.4,17,13,51,42
2,21,14,53,47
1.6,23,13,59,48
1.2,23,19,56,50
0.8,22,21,53,49
0.4,20,24,54,46
0,16,26,58,48
