Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,3,0,2,4
9.2,4,1,3,7
8.8,7,2,3,11
8.4,13,2,5,17
8,15,3,9,21
7.6,14,4,11,22
7.2,16,5,13,25
6.8,13,5,13,22
6.4,14,7,10,24
6,18,8,10,29
5.6,19,9,12,31
5.2,17,9,22,31
4.8,14,10,27,31
4.4,14,10,27,31
4,20,9,26,38
3.6,18,12,27,38
3.2,19,15,30,40
2.8,18,17,37,44
2.4,16,21,45,46
2,20,15,55,49
1.6,19,15,58,50
1.2,17,15,63,49
0.8,15,21,66,48
0.4,12,27,62,47
0,11,28,77,50
