name,immi,mig,clado_loc,ana_loc,ext_loc,clado_glo,ana_glo,ext_glo,1_isl_K(CS),n_isl,archi_age,mainland_sp,replicates
high_ana_l,0.001,0.1,0.2,0.5,0.1,0.2,0.1,0.1,10,2,10,1000,1000
many_isl&high_ana_l,0.001,0.1,0.2,0.5,0.1,0.2,0.1,0.1,10,5,10,1000,1000
high_K&high_ana_l,0.001,0.1,0.2,0.5,0.1,0.2,0.1,0.1,50,2,10,1000,1000
only_local&low_mig,0.001,0.01,0.2,0.1,0.1,0.0,0.0,0.0,10,2,10,1000,1000
only_local&high_mig,0.001,1,0.2,0.1,0.1,0.0,0.0,0.0,10,2,10,1000,1000
only_local&extreme_mig,0.001,100,0.2,0.1,0.1,0.0,0.0,0.0,10,2,10,1000,1000
only_global&low_mig,0.001,0.01,0.0,0.0,0.0,0.2,0.1,0.1,10,2,10,1000,1000
only_global&high_mig,0.001,1,0.0,0.0,0.0,0.2,0.1,0.1,10,2,10,1000,1000
only_global&extreme_mig,0.001,100,0.0,0.0,0.0,0.2,0.1,0.1,10,2,10,1000,1000
