Clade_name,Status,Missing_species,Branching_times
284,"Endemic",0,"8.731141,2.513172"
241,"Endemic",0,"7.654190,4.832920,4.449980,2.605560,2.194894,0.991891,0.741565"
158,"Endemic",0,"7.409374,3.528652"
254,"Endemic",2,"7.185774,3.322255"
189,"Endemic",0,"6.611983,4.978371,3.761460,2.785354,2.715190,2.608112,1.968635,1.633427,0.675920,0.488381"
273,"Endemic",0,"5.923184,4.696727"
430,"Endemic",0,"4.052086"
366,"Non_endemic",0,"2.085547"
574,"Endemic",0,"1.757709,1.084366"
180,"Non_endemic",0,"0.538836"
