Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,1,0,1
8.8,0,1,0,1
8.4,1,1,0,2
8,1,1,0,2
7.6,1,1,0,2
7.2,1,1,2,3
6.8,1,1,2,3
6.4,1,1,2,3
6,2,2,1,4
5.6,3,2,1,5
5.2,4,3,1,7
4.8,3,3,3,7
4.4,3,3,3,7
4,3,5,2,8
3.6,4,4,2,9
3.2,4,4,2,9
2.8,5,4,2,10
2.4,5,4,2,10
2,5,4,2,10
1.6,5,2,3,8
1.2,5,3,8,11
0.8,4,3,10,11
0.4,4,3,9,11
0,4,3,11,12
