Clade_name,Status,Missing_species,Branching_times
702,"Endemic",0,"9.023483,4.268266,3.886047,2.435649,1.731846,1.119260,1.022337,0.656254,0.622354"
628,"Endemic",0,"8.854819,6.011458,3.842141,1.772158,1.379662,0.630775"
383,"Endemic",0,"8.554125,2.377055,2.305390"
436,"Endemic",0,"6.488010"
222,"Endemic",0,"5.782293"
672,"Endemic&Non_Endemic",0,"4.610413,2.426474,0.954141,0.925083"
23,"Endemic",0,"3.880679,3.603233"
575,"Endemic",0,"3.604811,0.330533,0.115219"
472,"Non_endemic",0,"2.983172"
435,"Endemic",0,"2.929514,0.801818"
718,"Endemic",0,"2.381238,0.542303"
