Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,2,0,0,2
8.8,3,0,0,3
8.4,1,1,2,3
8,0,0,5,3
7.6,0,0,5,3
7.2,0,0,5,3
6.8,0,1,5,3
6.4,1,1,5,4
6,2,1,5,5
5.6,2,1,7,5
5.2,2,1,9,5
4.8,3,0,10,6
4.4,4,0,12,7
4,5,0,13,8
3.6,5,0,17,9
3.2,3,2,18,8
2.8,3,2,19,8
2.4,3,2,17,8
2,2,4,15,7
1.6,3,6,14,8
1.2,2,5,19,8
0.8,3,5,17,9
0.4,3,6,19,9
0,3,8,19,9
