Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,1,0,0,1
9.2,1,0,0,1
8.8,1,1,0,2
8.4,0,1,2,2
8,0,1,2,2
7.6,0,1,2,2
7.2,0,1,2,2
6.8,1,0,4,3
6.4,1,0,4,3
6,1,0,4,3
5.6,1,0,5,3
5.2,1,0,6,3
4.8,1,0,7,3
4.4,0,1,7,3
4,0,1,7,3
3.6,2,2,8,5
3.2,2,2,9,5
2.8,2,2,9,5
2.4,2,2,9,5
2,3,2,10,6
1.6,3,2,12,7
1.2,2,2,15,6
0.8,2,3,14,6
0.4,2,5,15,7
0,1,5,16,6
