Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,0,0,0
8.8,0,0,0,0
8.4,0,0,0,0
8,0,0,0,0
7.6,0,0,0,0
7.2,0,0,0,0
6.8,0,0,0,0
6.4,0,0,0,0
6,0,0,0,0
5.6,0,0,0,0
5.2,0,0,0,0
4.8,1,0,0,1
4.4,2,0,0,2
4,3,0,0,3
3.6,3,0,0,3
3.2,4,0,2,5
2.8,5,1,3,7
2.4,5,0,5,7
2,5,0,9,8
1.6,6,0,10,9
1.2,6,0,11,9
0.8,5,1,9,8
0.4,5,1,9,8
0,5,1,10,8
