Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,2,0,0,2
8.8,2,0,0,2
8.4,2,0,0,2
8,3,0,2,3
7.6,3,0,4,4
7.2,4,0,5,5
6.8,4,1,4,5
6.4,2,2,5,5
6,1,1,7,5
5.6,2,1,10,6
5.2,1,1,12,6
4.8,1,1,13,6
4.4,1,1,13,6
4,1,1,15,6
3.6,3,3,13,8
3.2,2,4,13,8
2.8,2,4,13,8
2.4,3,5,13,9
2,3,5,13,9
1.6,3,6,12,9
1.2,4,7,11,10
0.8,2,7,18,10
0.4,2,6,17,10
0,2,8,15,10
