Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,1,0,0,1
8.8,2,0,0,2
8.4,1,0,2,2
8,1,0,2,2
7.6,2,0,2,3
7.2,0,1,4,3
6.8,0,2,3,3
6.4,1,1,5,4
6,1,1,5,4
5.6,1,1,5,4
5.2,4,1,5,7
4.8,5,2,5,8
4.4,5,2,5,8
4,4,2,5,7
3.6,4,2,8,7
3.2,4,3,6,7
2.8,4,3,6,7
2.4,5,4,7,8
2,7,4,8,10
1.6,7,5,6,10
1.2,8,6,7,11
0.8,7,6,9,11
0.4,7,6,10,11
0,6,7,14,11
