Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,1,0,1
8.8,0,1,0,1
8.4,0,1,0,1
8,0,1,0,1
7.6,0,1,0,1
7.2,2,1,0,3
6.8,0,1,4,3
6.4,1,1,4,4
6,1,1,3,4
5.6,2,1,3,5
5.2,3,1,3,6
4.8,3,2,2,6
4.4,1,3,1,5
4,2,2,3,6
3.6,3,2,3,7
3.2,4,2,3,8
2.8,3,1,7,8
2.4,3,2,7,7
2,2,1,10,7
1.6,3,2,10,8
1.2,7,2,14,12
0.8,6,2,16,12
0.4,4,3,19,12
0,4,3,21,12
