Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,1,0,0,1
9.2,2,0,0,2
8.8,2,0,0,2
8.4,2,0,0,2
8,2,0,0,2
7.6,2,0,0,2
7.2,2,0,0,2
6.8,0,1,2,2
6.4,0,1,2,2
6,2,1,2,4
5.6,2,1,2,4
5.2,2,1,1,4
4.8,3,1,1,5
4.4,4,2,1,6
4,4,2,1,6
3.6,4,2,1,6
3.2,4,2,1,6
2.8,3,1,1,5
2.4,1,1,3,4
2,3,1,3,6
1.6,3,1,7,7
1.2,3,0,9,7
0.8,4,0,9,8
0.4,5,1,10,10
0,5,2,8,11
