Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,0,0,0
8.8,1,0,0,1
8.4,1,0,0,1
8,2,0,0,2
7.6,1,1,0,2
7.2,1,2,0,3
6.8,1,2,0,3
6.4,1,1,0,2
6,2,1,0,3
5.6,2,1,0,3
5.2,2,1,0,3
4.8,2,1,0,3
4.4,3,1,0,4
4,3,1,0,4
3.6,4,1,0,5
3.2,5,1,0,6
2.8,3,2,2,6
2.4,1,2,6,6
2,2,2,6,7
1.6,2,2,7,7
1.2,2,2,8,7
0.8,1,2,11,7
0.4,2,4,9,8
0,2,4,8,8
