Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,0,0,0
8.8,0,0,0,0
8.4,1,0,0,1
8,1,0,0,1
7.6,1,0,0,1
7.2,1,0,0,1
6.8,1,0,0,1
6.4,1,0,0,1
6,1,1,1,2
5.6,2,1,1,3
5.2,1,1,3,3
4.8,1,1,6,4
4.4,2,2,5,5
4,1,2,6,5
3.6,0,2,8,5
3.2,0,3,7,5
2.8,0,1,6,5
2.4,0,3,6,5
2,0,4,4,4
1.6,0,4,3,4
1.2,0,4,2,4
0.8,1,3,1,3
0.4,2,2,2,4
0,3,2,2,5
