Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,0,0,0
8.8,0,0,0,0
8.4,0,0,0,0
8,0,0,0,0
7.6,2,0,0,2
7.2,2,0,0,2
6.8,2,0,0,2
6.4,0,0,2,1
6,0,0,2,1
5.6,0,2,1,1
5.2,0,1,1,1
4.8,1,1,1,2
4.4,1,2,1,3
4,1,2,1,3
3.6,1,4,0,4
3.2,3,4,0,6
2.8,3,4,0,6
2.4,3,3,2,6
2,3,4,3,6
1.6,2,5,3,6
1.2,2,6,3,7
0.8,2,5,7,8
0.4,1,5,8,8
0,1,5,8,8
