Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,3,0,0,3
9.2,4,0,0,4
8.8,3,0,2,4
8.4,3,0,2,4
8,3,0,2,4
7.6,3,0,1,4
7.2,3,0,3,5
6.8,2,0,6,5
6.4,2,1,6,6
6,2,1,6,6
5.6,4,2,5,8
5.2,4,2,5,8
4.8,5,2,5,9
4.4,5,3,6,10
4,6,4,5,11
3.6,6,4,4,11
3.2,6,4,4,11
2.8,6,4,5,11
2.4,6,4,9,12
2,6,4,9,12
1.6,3,6,14,12
1.2,3,7,13,12
0.8,2,8,15,12
0.4,2,8,17,13
0,2,7,20,13
