Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,3,0,0,3
9.2,3,0,0,3
8.8,3,0,0,3
8.4,2,1,0,3
8,2,1,0,3
7.6,2,1,0,3
7.2,2,1,0,3
6.8,3,1,0,4
6.4,2,1,0,3
6,2,1,0,3
5.6,1,0,2,2
5.2,2,0,2,3
4.8,2,0,4,4
4.4,1,0,3,3
4,2,0,3,4
3.6,2,0,2,3
3.2,3,0,2,4
2.8,3,0,3,4
2.4,3,0,3,4
2,5,0,3,6
1.6,5,0,3,6
1.2,4,1,3,6
0.8,3,1,5,6
0.4,2,1,5,5
0,2,2,4,5
