Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,0,0,0
8.8,0,0,0,0
8.4,2,0,0,2
8,2,1,1,3
7.6,4,1,1,5
7.2,4,0,5,6
6.8,4,0,6,6
6.4,4,0,6,6
6,4,0,6,6
5.6,4,0,6,6
5.2,4,1,7,7
4.8,5,2,7,8
4.4,6,1,7,9
4,7,2,9,11
3.6,7,3,9,11
3.2,8,5,9,13
2.8,7,7,11,13
2.4,8,6,13,14
2,8,6,13,14
1.6,8,6,15,15
1.2,9,6,14,16
0.8,7,7,15,14
0.4,7,7,17,14
0,5,8,18,14
