Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,1,1,0,2
8.8,1,1,0,2
8.4,2,1,0,3
8,2,1,0,3
7.6,3,1,2,5
7.2,3,1,2,5
6.8,3,1,1,5
6.4,3,1,1,5
6,3,1,3,6
5.6,2,0,5,5
5.2,1,0,7,5
4.8,1,0,8,5
4.4,1,0,8,5
4,1,0,7,5
3.6,0,0,9,4
3.2,0,0,11,4
2.8,0,0,11,4
2.4,0,1,9,4
2,0,1,10,4
1.6,0,2,10,4
1.2,0,2,10,4
0.8,0,2,9,4
0.4,0,3,10,4
0,0,3,10,4
