Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,0,0,0
8.8,1,0,0,1
8.4,2,0,0,2
8,2,0,0,2
7.6,2,0,0,2
7.2,2,0,0,2
6.8,2,0,0,2
6.4,2,0,0,2
6,2,0,0,2
5.6,2,0,2,3
5.2,2,0,2,3
4.8,2,0,2,3
4.4,2,0,2,3
4,3,0,2,4
3.6,4,1,2,6
3.2,3,2,1,6
2.8,2,3,1,6
2.4,1,3,3,6
2,1,3,3,6
1.6,1,2,7,7
1.2,1,2,7,7
0.8,1,2,9,8
0.4,1,2,9,8
0,1,2,9,7
