Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,0,0,0
8.8,1,0,0,1
8.4,1,0,0,1
8,2,0,0,2
7.6,2,0,0,2
7.2,3,0,0,3
6.8,3,0,0,3
6.4,5,0,0,5
6,5,0,0,5
5.6,4,0,2,5
5.2,4,0,3,5
4.8,2,1,4,4
4.4,1,1,6,4
4,3,3,5,6
3.6,3,4,4,6
3.2,3,2,6,6
2.8,4,1,7,7
2.4,4,2,10,8
2,4,2,12,8
1.6,3,2,13,8
1.2,3,2,13,8
0.8,2,3,12,8
0.4,1,3,13,8
0,2,3,16,9
