Clade_name,Status,Missing_species,Branching_times
166,"Endemic",0,"9.901004,8.820447,4.515092,3.944962,1.893328,1.543437"
505,"Endemic",0,"8.574405,8.237045,7.953040,1.484481,0.285418"
136,"Endemic",0,"7.323540,2.380979,0.483475"
578,"Endemic",0,"6.303962,3.115947,0.349162"
927,"Endemic",0,"6.157264,6.156071,4.878689,4.817404,4.524437,3.775363,1.910254,1.636772,0.291144"
468,"Endemic",0,"5.981367,1.229226,0.962791,0.263667"
999,"Endemic",0,"4.889321,3.224646"
478,"Non_endemic",0,"4.879205"
982,"Non_endemic",0,"3.528727"
151,"Endemic&Non_Endemic",0,"2.935361,1.704315"
37,"Non_endemic",0,"2.490419"
894,"Endemic",0,"1.010468,0.451180"
411,"Non_endemic",0,"0.293858"
