Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,1,0,0,1
8.8,0,1,0,1
8.4,0,1,0,1
8,1,1,0,2
7.6,1,1,0,2
7.2,3,1,0,4
6.8,3,1,0,4
6.4,5,1,0,6
6,5,1,0,6
5.6,4,1,2,6
5.2,4,2,1,6
4.8,4,2,3,7
4.4,4,1,5,7
4,5,1,6,8
3.6,4,1,6,7
3.2,7,0,8,10
2.8,6,1,10,10
2.4,3,1,14,9
2,3,2,15,11
1.6,3,1,20,12
1.2,5,2,19,13
0.8,6,2,18,14
0.4,4,3,20,13
0,5,3,18,13
