Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,2,0,0,2
9.2,2,0,0,2
8.8,4,0,0,4
8.4,4,0,0,4
8,5,1,1,6
7.6,4,1,4,6
7.2,4,3,3,7
6.8,3,4,3,7
6.4,3,4,3,7
6,3,3,5,7
5.6,3,3,8,8
5.2,3,3,9,8
4.8,3,4,7,8
4.4,4,4,7,9
4,3,5,8,9
3.6,2,5,12,9
3.2,2,4,12,8
2.8,3,3,13,9
2.4,2,3,14,8
2,1,5,13,8
1.6,1,6,14,8
1.2,1,5,18,9
0.8,1,6,17,9
0.4,1,7,15,9
0,1,7,17,10
