Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,1,0,0,1
9.2,1,0,0,1
8.8,0,0,2,1
8.4,2,0,3,3
8,2,0,2,3
7.6,1,1,4,4
7.2,2,0,5,4
6.8,2,0,8,4
6.4,1,1,9,4
6,1,2,7,4
5.6,1,3,6,4
5.2,2,3,6,5
4.8,5,3,7,8
4.4,3,5,6,7
4,3,7,6,8
3.6,2,7,7,7
3.2,2,6,10,6
2.8,2,5,10,6
2.4,2,4,12,6
2,2,4,14,7
1.6,2,4,14,7
1.2,2,4,15,7
0.8,3,5,16,8
0.4,2,6,14,7
0,2,4,19,7
