Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,1,0,0,1
8.8,1,0,0,1
8.4,3,0,0,3
8,4,0,0,4
7.6,2,0,0,2
7.2,2,0,0,2
6.8,1,1,0,2
6.4,2,1,0,3
6,1,1,2,3
5.6,1,1,1,3
5.2,1,1,0,2
4.8,1,1,0,2
4.4,1,1,2,3
4,0,1,2,2
3.6,1,1,2,3
3.2,0,2,1,3
2.8,0,2,2,3
2.4,0,2,3,3
2,0,1,3,2
1.6,0,1,3,2
1.2,0,1,4,2
0.8,0,1,4,2
0.4,0,0,7,2
0,0,1,5,2
