Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,1,0,0,1
9.2,1,0,0,1
8.8,2,0,0,2
8.4,1,0,2,2
8,1,0,2,2
7.6,2,0,2,3
7.2,2,0,5,4
6.8,3,0,5,5
6.4,4,0,5,6
6,3,0,7,6
5.6,3,0,8,6
5.2,4,1,7,7
4.8,3,1,9,7
4.4,3,2,9,7
4,4,2,11,8
3.6,4,2,11,8
3.2,4,2,10,8
2.8,5,3,8,9
2.4,4,3,9,8
2,3,3,9,7
1.6,3,2,10,6
1.2,4,3,9,7
0.8,7,4,11,10
0.4,7,4,10,10
0,8,5,10,11
