Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,1,0,0,1
8.8,2,0,0,2
8.4,2,0,0,2
8,1,1,2,3
7.6,2,1,2,4
7.2,2,0,4,4
6.8,2,0,4,4
6.4,3,0,5,5
6,5,0,5,7
5.6,4,1,5,7
5.2,2,1,9,7
4.8,2,3,8,7
4.4,3,3,9,8
4,4,2,13,9
3.6,4,3,12,9
3.2,4,4,11,9
2.8,3,3,13,8
2.4,3,3,15,8
2,2,4,16,7
1.6,2,3,20,7
1.2,2,4,20,7
0.8,2,6,22,9
0.4,2,5,19,9
0,1,5,21,9
