Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,0,0,0
8.8,0,0,0,0
8.4,0,0,0,0
8,1,0,0,1
7.6,2,0,0,2
7.2,3,0,0,3
6.8,3,0,0,3
6.4,5,0,0,5
6,2,1,2,4
5.6,2,1,2,4
5.2,1,2,3,4
4.8,1,2,2,4
4.4,1,2,2,4
4,2,2,3,5
3.6,1,1,7,5
3.2,2,1,6,6
2.8,2,2,4,5
2.4,3,2,5,7
2,3,2,6,7
1.6,4,2,8,8
1.2,4,2,6,9
0.8,4,2,6,9
0.4,5,2,6,10
0,5,2,7,10
