Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,0,0,0
8.8,0,0,0,0
8.4,0,0,0,0
8,0,0,0,0
7.6,1,0,0,1
7.2,2,0,0,2
6.8,2,0,0,2
6.4,3,0,0,3
6,3,0,0,3
5.6,2,0,5,4
5.2,2,0,6,4
4.8,3,1,5,5
4.4,1,3,5,4
4,3,3,5,6
3.6,2,3,5,5
3.2,2,3,6,5
2.8,2,4,4,5
2.4,2,5,3,5
2,2,4,5,5
1.6,1,5,5,5
1.2,0,5,5,4
0.8,0,5,4,4
0.4,0,3,6,3
0,0,2,8,4
