Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,2,0,0,2
8.8,3,0,0,3
8.4,3,1,0,4
8,3,1,0,4
7.6,3,1,2,5
7.2,3,1,1,5
6.8,3,1,1,5
6.4,2,1,3,5
6,3,0,6,6
5.6,3,0,8,6
5.2,2,0,11,6
4.8,2,1,9,6
4.4,3,2,9,7
4,2,2,12,7
3.6,2,2,11,7
3.2,2,3,10,7
2.8,2,3,10,7
2.4,2,4,12,8
2,2,3,12,7
1.6,1,2,15,7
1.2,1,1,14,7
0.8,2,1,15,8
0.4,2,1,13,8
0,4,2,12,10
