Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,1,0,0,1
8.8,1,0,0,1
8.4,1,0,0,1
8,3,0,0,3
7.6,2,0,2,3
7.2,2,0,2,3
6.8,2,0,2,3
6.4,1,0,5,3
6,2,0,5,4
5.6,2,0,4,4
5.2,3,0,6,6
4.8,3,0,6,6
4.4,3,0,7,6
4,3,1,7,6
3.6,3,1,7,6
3.2,3,1,9,6
2.8,3,1,8,6
2.4,3,1,7,6
2,4,1,8,7
1.6,4,1,9,7
1.2,4,1,10,8
0.8,1,2,14,8
0.4,0,3,14,7
0,1,2,15,8
