Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,1,0,0,1
8.8,1,0,0,1
8.4,2,0,0,2
8,1,0,0,1
7.6,2,0,0,2
7.2,2,0,0,2
6.8,1,0,0,1
6.4,2,0,0,2
6,2,0,0,2
5.6,2,0,0,2
5.2,2,0,0,2
4.8,1,0,2,2
4.4,1,0,2,2
4,2,0,2,3
3.6,4,0,2,5
3.2,5,0,2,6
2.8,5,0,2,6
2.4,5,1,3,7
2,5,1,5,8
1.6,5,2,7,8
1.2,5,2,7,8
0.8,6,2,9,10
0.4,5,2,9,10
0,4,2,12,10
