Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,1,0,0,1
8.8,1,0,0,1
8.4,3,0,0,3
8,3,0,0,3
7.6,2,0,2,3
7.2,3,1,2,4
6.8,1,2,6,4
6.4,2,2,6,5
6,2,2,8,5
5.6,2,3,6,5
5.2,1,2,10,5
4.8,0,2,11,4
4.4,0,2,10,4
4,0,3,8,4
3.6,2,4,9,6
3.2,2,5,10,6
2.8,2,6,9,6
2.4,2,6,11,7
2,2,6,11,7
1.6,2,6,11,7
1.2,2,6,10,7
0.8,1,5,14,7
0.4,1,5,16,8
0,1,5,19,8
